date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
5/10/18,https://www.tribuneindia.com/news/punjab/area-under-cotton-crop-likely-to-decrease/586951.html,"archit watts tribune news service muktsar, may 9  though cotton sowing is best for crop diversification in this region, the area under this cash crop is set to decrease this season",agri,0,33,2,1,36,"fazilka, sri muktsar sahib"
5/10/18,https://www.tribuneindia.com/news/punjab/area-under-cotton-crop-likely-to-decrease/586951.html," agriculture department officials said the area under cotton crop was nearly 70,000 hectares last year in the district",agri,0,33,2,1,36,"fazilka, sri muktsar sahib"
5/10/18,https://www.tribuneindia.com/news/punjab/area-under-cotton-crop-likely-to-decrease/586951.html,but late sowing of cotton causes loss to farmers as the crop is prone to pest attack in monsoon,agri,0,33,2,1,36,"fazilka, sri muktsar sahib"
4/4/18,https://www.tribuneindia.com/news/punjab/state-s-stubble-fires-worsen-delhi-pollution-says-study/568395.html,"boston, april 3  agricultural fires are to blame for about half of the pollution experienced in delhi in october and november, a peak stubble-burning season in punjab, a harvard study has found using satellite data from nasa",agri,0,3,1,0,4,punjab
3/9/18,https://www.tribuneindia.com/news/punjab/stanford-graduate-to-set-up-social-impact-incubators/555070.html,"vijay c roy tribune news service mohali, march 8  after training 14,000 youths and farmers spread across five states, a 36-year-old stanford graduate in social entrepreneurship from batala (gurdaspur) has plans to tackle social issues confronting punjab and the country as a whole",agri,1,13,2,0,16,"amritsar, gurdaspur, ludhiana, sas nagar, tarn taran"
3/9/18,https://www.tribuneindia.com/news/punjab/stanford-graduate-to-set-up-social-impact-incubators/555070.html," he added, “the social entrepreneurs will tackle social issues such as raising farmers’ income, agriculture (ensuring zero farmer suicide in punjab before 2022), food processing, livelihood, child education, health and nutrition, women empowerment, clean energy, water and soil health and sustainable development goals",agri,1,13,2,0,16,"amritsar, gurdaspur, ludhiana, sas nagar, tarn taran"
3/9/18,https://www.tribuneindia.com/news/punjab/stanford-graduate-to-set-up-social-impact-incubators/555070.html," his social enterprise, uday, has trained around 14,000 youths, including farmers from punjab, haryana, madhya pradesh, chhattisgarh and uttar pradesh",agri,1,13,2,0,16,"amritsar, gurdaspur, ludhiana, sas nagar, tarn taran"
2/14/18,https://www.tribuneindia.com/news/punjab/cotton-production-falls-short-of-initial-estimate/543720.html,"he hoped that the state’s farmers would continue cotton farming in the next season as well, as they got remunerative prices for their produce, which touched rs 5,500 per quintal mark this season",agri,2,21,2,0,25,"bathinda, mansa, sas nagar, sri muktsar sahib"
2/14/18,https://www.tribuneindia.com/news/punjab/cotton-production-falls-short-of-initial-estimate/543720.html,"“we were expecting that the cotton prices will at least cross rs 6,000 per quintal mark, but it barely managed to touch rs 5,500",agri,2,21,2,0,25,"bathinda, mansa, sas nagar, sri muktsar sahib"
2/14/18,https://www.tribuneindia.com/news/punjab/cotton-production-falls-short-of-initial-estimate/543720.html,"at present, the cotton prices are hovering between rs 5,200 and rs 5,300 per quintal.",agri,2,21,2,0,25,"bathinda, mansa, sas nagar, sri muktsar sahib"
11/28/17,https://www.tribuneindia.com/news/punjab/illegal-mining-free-as-sand-through-fingers/504761.html," a farmer in mallu machhi village of sultanpur lodhi, where jalandhar, kapurthala and ferozepur districts meet, said sand operators had purchased land close to auctioned quarries, and were carrying on illegal mining in over 200 acres there",agri,12,23,31,1,67,"amritsar, faridkot, ferozepur, jalandhar, kapurthala, ludhiana, patiala, sri muktsar sahib"
11/28/17,https://www.tribuneindia.com/news/punjab/illegal-mining-free-as-sand-through-fingers/504761.html," farmers are permitted to excavate their fields not more than 10-ft deep, but they are also involved in mining the ‘minor mineral’ beyond permitted levels",agri,12,23,31,1,67,"amritsar, faridkot, ferozepur, jalandhar, kapurthala, ludhiana, patiala, sri muktsar sahib"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html,"sanjeev singh bariana tribune news service chandigarh, august 29  the punjab pollution control board (ppcb) has launched an exercise on mapping the causes and remedy for the problems of stench, flies and germs in poultry farms across the state",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html," the state has 594 layer poultry farms (for eggs) and 2,655 small broiler farms (for meat)",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html,"the layer poultry farms have bird strength between 50,000 and 3 lakh",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html,about 20 farms in this category have more than 5 lakh birds,agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html,"and broiler farms accommodate between 2,000 and 10,000 birds",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html, reports have indicated deficiencies in the two farms,agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html," balwant singh, sarpanch of mohali’s salempur kalan village, said: “poultry farms in akalgarh and tajpura villages have made life hell in nearby eight to nine villages",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
8/30/17,https://www.tribuneindia.com/news/punjab/ppcb-steps-in-to-control-stench-at-poultry-farms/459310.html," punjab broiler farmers’ association treasurer rajkumar sharma said, “we dispose of birds after every 30 days",agri,8,21,13,0,42,"barnala, hoshiarpur, ludhiana, patiala, sangrur, sas nagar"
7/17/17,https://www.tribuneindia.com/news/punjab/rs-210-cr-for-channelising-swan-river/437771.html,"tribune news service  nangal, july 16  farmers and residents of nangal are likely to get a respite from floods during the monsoon season as the state government is set to start work on channelising the swan river",agri,6,12,1,0,19,punjab
7/17/17,https://www.tribuneindia.com/news/punjab/rs-210-cr-for-channelising-swan-river/437771.html,"“to ameliorate the sufferings of farmers, the government is going to spend a sum of rs 210 crore to channelise the swan river,” he said, adding that the project would start in september and the swan river from agampur to santokhgarh would be channelised in two years",agri,6,12,1,0,19,punjab
7/15/17,https://www.tribuneindia.com/news/punjab/fire-breaks-out-at-biomass-plant-belonging-to-sukhbir-s-cousin/437048.html,"luckily, there is no other loss except to the paddy stubble stored on nearly three acres",agri,3,4,5,0,12,"bathinda, sri muktsar sahib"
7/7/17,https://www.tribuneindia.com/news/punjab/sand-gravel-prices-set-to-rise-further/432868.html,"tribune news service chandigarh, july 6  with 43 mines in the state being auctioned for rs 206 crore yesterday, sand and gravel prices will continue to rise for the next couple of months",agri,2,7,1,5,15,"amritsar, pathankot"
7/7/17,https://www.tribuneindia.com/news/punjab/sand-gravel-prices-set-to-rise-further/432868.html," aap leader and rti activist advocate dinesh chadha said to recover their cost and make profit, contractors would mine thousands of acres beyond the contract area, cutting mountains in the process",agri,2,7,1,5,15,"amritsar, pathankot"
7/7/17,https://www.tribuneindia.com/news/punjab/sand-gravel-prices-set-to-rise-further/432868.html,"at this price, it will cost the contractor more than rs 70,000 per tipper after including transportation charges ",agri,2,7,1,5,15,"amritsar, pathankot"
7/5/17,https://www.tribuneindia.com/news/punjab/govt-to-bear-liability-in-farm-suicide-cases/431825.html,"sanjeev singh bariana tribune news service chandigarh, july 4  chief minister captain amarinder singh today said the punjab government would bear the liability of the outstanding loans of over 7,000 state farmers who had committed suicide",agri,4,21,1,0,26,bathinda
7/5/17,https://www.tribuneindia.com/news/punjab/govt-to-bear-liability-in-farm-suicide-cases/431825.html," addressing the first formal press conference after assuming office on march 13, he said the government waived loans of all small and marginal farmers (owning up to 5 acres) having loans up to rs 2 lakh",agri,4,21,1,0,26,bathinda
7/5/17,https://www.tribuneindia.com/news/punjab/govt-to-bear-liability-in-farm-suicide-cases/431825.html,"there are about 18.5 lakh farm families and about 65 per cent of them are of small and marginal farmers, out of which about 70 per cent has access to institutional finance",agri,4,21,1,0,26,bathinda
7/5/17,https://www.tribuneindia.com/news/punjab/govt-to-bear-liability-in-farm-suicide-cases/431825.html,he said only rich farmers took crop loans which were given for a six-month period and had a recovery rating of around 90 to 95 per cent,agri,4,21,1,0,26,bathinda
6/27/17,https://www.tribuneindia.com/news/punjab/hyacinth-clogs-abohar-village-ponds/428099.html,"raj sadosh  abohar, june 26 hyacinth accumulated in village ponds has become a hazard for cattle",agri,6,3,5,0,14,punjab
6/21/17,https://www.tribuneindia.com/news/punjab/week-after-repair-canal-breached-again/425200.html,the fresh breach has left hundreds of acres submerged,agri,2,13,9,1,25,moga
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"jupinderjit singh tribune news service chandigarh, june 11  even as the government is struggling to ensure a clean and transparent mining business, people await sand at affordable prices",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,a reality check by the tribune reporters found that prices have instead gone up substantially,agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"with only about 90 mines operational so far, the prices are expected to soar further in the ongoing construction season",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"the price of sand has increased from rs 14,000 per 800 cubic ft to rs 19,000 per 800 cubic ft in just two months",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"“when we took on illegal mining in mid-2016, the prices were up to rs 35,000 per tipper",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,the prices have gone up by more than 20-30 per cent and even doubled at various places,agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"in ludhiana, the prices are rs 3,000-rs 4,000 depending on the quality and size of the vehicle",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"in moga, the prices have increased by 15-20 per cent in two months",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"its price was rs 5,500 a few months ago",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/12/17,https://www.tribuneindia.com/news/punjab/mining-mess-soaring-sand-prices-ground-claims/421039.html,"amit kumar, a muktsar resident, said: “the prices were stable at around rs 1,500-rs 2,000 for a year or so, but now these have almost doubled",agri,4,20,4,4,32,"ludhiana, moga, pathankot, patiala, sri muktsar sahib"
6/2/17,https://www.tribuneindia.com/news/punjab/farmers-told-to-grow-maize-avoid-late-sowing-of-cotton/416216.html,"kulwinder sandhu tribune news service moga, june 1 after achieving the target of sowing cotton in four lakh hectares in punjab, the state agriculture department is now suggesting to the farmers to go for maize cultivation to beat the pest attack on late-sown cotton crop",agri,1,25,2,0,28,"mansa, moga"
6/2/17,https://www.tribuneindia.com/news/punjab/farmers-told-to-grow-maize-avoid-late-sowing-of-cotton/416216.html,"the latest studies conducted by agriculture universities and the state agriculture department indicate that optimum row spacing should be 60 cm with a plant population of 80,000 per hectare to get maximum yield of maize crop",agri,1,25,2,0,28,"mansa, moga"
4/20/17,https://www.tribuneindia.com/news/governance/punjab-puts-up-its-defence-on-syl-issue-to-centre/394913.html," pointing to the alarming decline in ground water table in the state, the delegation noted that the state was losing 12 maf (million acre feet) of ground water every year, leading to a huge stress on the ground water system",agri,2,6,1,0,9,punjab
4/20/17,https://www.tribuneindia.com/news/governance/punjab-puts-up-its-defence-on-syl-issue-to-centre/394913.html," ""in fact, 100 of a total of 138 blocks had been rendered ‘dark blocks’ as a result of over-exploitation of underground water to sustain agriculture",agri,2,6,1,0,9,punjab
4/20/17,https://www.tribuneindia.com/news/governance/punjab-puts-up-its-defence-on-syl-issue-to-centre/394913.html,"construction of the syl canal would lead to an estimated 10 lakh acres of land in the region going dry, they further told the central government",agri,2,6,1,0,9,punjab
2/23/17,https://www.tribuneindia.com/news/community/syl-camaraderie-disturbed-say-villagers/368171.html, a group of five elderly farmers sitting on the outskirts of kapoori said that the inld and for that matter any other party could not dig the canal,agri,12,13,9,0,34,patiala
2/23/17,https://www.tribuneindia.com/news/community/syl-camaraderie-disturbed-say-villagers/368171.html,"communities cannot be divided over a matter that does not suit one political party,” a farmer said",agri,12,13,9,0,34,patiala
2/23/17,https://www.tribuneindia.com/news/community/syl-camaraderie-disturbed-say-villagers/368171.html,"“it is like playing a political football for vested interests,” said gurjant singh, who got back 3 acres acquired for the canal",agri,12,13,9,0,34,patiala
12/7/16,https://www.tribuneindia.com/news/community/roads-fine-what-else-asks-ropar/333424.html,"malkit singh, a postgraduate, works as a tipper driver with a stone crusher, while daljit singh, who has a degree in civil engineering, is looking after the cattle at home",agri,23,7,13,0,43,punjab
11/23/16,https://www.tribuneindia.com/news/community/rough-ride-for-industry-in-jalandhar-north/327058.html,"“in the early 1990s, the punjab small industries and export corporation provided land to the industrialists after acquiring it from farmers at the rate of rs 150 per sq yard",agri,7,13,5,3,28,"jalandhar, ludhiana, sas nagar"
10/19/16,https://www.tribuneindia.com/news/community/moga-farmers-protest-against-mining-mafia/311631.html,"moga, october 18 farmers today blocked traffic on the moga-jalandhar national highway no",agri,1,15,1,0,17,"jalandhar, moga"
9/8/16,https://www.tribuneindia.com/news/community/cong-mla-to-propose-farm-debt-waiver-bill/291894.html,"rajmeet singh tribune news service chandigarh, september 7 congress mla from dera baba nanak sukhjinder singh randhawa has submitted a private member’s bill demanding debt waiver for farmers for consideration during the monsoon session of the vidhan sabha that begins tomorrow",agri,0,20,2,0,22,punjab
9/8/16,https://www.tribuneindia.com/news/community/cong-mla-to-propose-farm-debt-waiver-bill/291894.html,"the bill submitted with the speaker has been titled “punjab agricultural debt waiver and debt relief bill, 2016”",agri,0,20,2,0,22,punjab
9/2/16,https://www.tribuneindia.com/news/politics/capt-wants-full-house-in-house/289042.html," being the last session before the 2017 assembly elections, the party legislators during a meeting of the congress legislative party (clp) were today told to ensure their presence and corner the treasury benches on core issues such as farmers’ suicides, drug scourge, denial of blue cards to bpl families affiliated to the congress and the law and order situation",agri,1,5,7,0,13,punjab
8/6/16,https://www.tribuneindia.com/news/community/scanty-rain-spurs-uprooting-of-paddy-in-muktsar/276623.html,"archit watts tribune news service muktsar, august 5 facing acute shortage of water due to weak monsoon so far, farmers in muktsar district have started uprooting paddy crop",agri,1,42,3,2,48,sri muktsar sahib
8/6/16,https://www.tribuneindia.com/news/community/scanty-rain-spurs-uprooting-of-paddy-in-muktsar/276623.html,"if there are two good rains over the next 10 days, it will prove much beneficial for the farmers or it will show adverse effect on the yield",agri,1,42,3,2,48,sri muktsar sahib
7/4/16,https://www.tribuneindia.com/news/community/paddy-on-450-acres-submerged/260794.html,paddy on 450 acres submerged,agri,14,19,26,2,61,"jalandhar, sri muktsar sahib"
7/4/16,https://www.tribuneindia.com/news/community/paddy-on-450-acres-submerged/260794.html,"gagandeep singh tribune news service jalandhar, july 3  paddy transplanted on around 450 acres in four villages along the sultanpur lodhi-dhalla road has been submerged following recent showers",agri,14,19,26,2,61,"jalandhar, sri muktsar sahib"
7/4/16,https://www.tribuneindia.com/news/community/paddy-on-450-acres-submerged/260794.html," speaking to the tribune, sukhchain singh, sarpanch of ugrupur village, said, “paddy on about 150 acres in my village has been submerged",agri,14,19,26,2,61,"jalandhar, sri muktsar sahib"
7/4/16,https://www.tribuneindia.com/news/community/post-rains-power-supply-improves/260792.html,more than 8-hour power supply has been provided to farmers during the paddy season,agri,0,17,2,0,19,patiala
7/4/16,https://www.tribuneindia.com/news/community/post-rains-power-supply-improves/260792.html,"pspcl has adequate arrangements in place to provide 8-hour power supply to farmers even if the rains are delayed,” they said",agri,0,17,2,0,19,patiala
6/16/16,https://www.tribuneindia.com/news/community/paddy-growers-cheer-as-rain-deficit-narrows/252325.html,"amaninder pal tribune news service chandigarh, june 15  much to the relief of farmers and agriculture officials, showers that hit 13 districts of the state early this morning has reduced rainfall deficit in punjab by 67 percentage points",agri,0,14,3,0,17,"ferozepur, moga, sri muktsar sahib, tarn taran"
6/16/16,https://www.tribuneindia.com/news/community/paddy-growers-cheer-as-rain-deficit-narrows/252325.html," according to the figures available with the state department of agriculture, there was a huge gap of 71 per cent between expected (normal) and actual rainfall across the state in first week of the june",agri,0,14,3,0,17,"ferozepur, moga, sri muktsar sahib, tarn taran"
6/16/16,https://www.tribuneindia.com/news/community/paddy-growers-cheer-as-rain-deficit-narrows/252325.html,"not only is this rainfall healthy for all crops, important aspect is that it has significantly bridged the rainfall deficit the state was witnessing for the past 15 days,” said director, agriculture, dr js bains",agri,0,14,3,0,17,"ferozepur, moga, sri muktsar sahib, tarn taran"
6/16/16,https://www.tribuneindia.com/news/community/paddy-growers-cheer-as-rain-deficit-narrows/252325.html," meanwhile, agriculture minister tota singh’s district moga received highest rainfall measuring 72 mm today morning, whereas muktsar district, which is home district of chief minister parkash singh badal, hardly recorded any rainfall",agri,0,14,3,0,17,"ferozepur, moga, sri muktsar sahib, tarn taran"
6/15/16,https://www.tribuneindia.com/news/community/paddy-season-begins-today-farmers-feel-labour-pangs/251807.html,"aman sood tribune news service patiala, june 14  even as the paddy sowing season begins tomorrow, farmers are facing a shortage of migrant labourers",agri,0,34,2,0,36,patiala
6/15/16,https://www.tribuneindia.com/news/community/paddy-season-begins-today-farmers-feel-labour-pangs/251807.html,ush({ });  farmers in the state are still waiting for migrants from bihar and uttar pradesh to sow and harvest nearly 25 lakh hectares of paddy in punjab,agri,0,34,2,0,36,patiala
6/15/16,https://www.tribuneindia.com/news/community/paddy-season-begins-today-farmers-feel-labour-pangs/251807.html," the prevalent rate for migrant labour at present is rs 2,200 to rs 2,300 per acre in addition to tea, 50 kg firewood and liquor in the evening",agri,0,34,2,0,36,patiala
6/14/16,https://www.tribuneindia.com/news/governance/50-ft-canal-breach-plugged-in-abohar/251452.html,"our correspondent  abohar, june 13  the 50-feet-wide breach in a canal that had yesterday inundated hundreds of acres of land in three villages here has now been plugged with the help of jcb machines and farmers",agri,2,9,5,0,16,punjab
6/14/16,https://www.tribuneindia.com/news/governance/50-ft-canal-breach-plugged-in-abohar/251452.html," the state government had constructed the new bahadurkhera minor (sub-canal) to feed about 7,000 acres of land in bahadurkhera, dhaba kokrian and sardarpura village but the same could not be cleaned and also was not strengthened due to the shortage of funds, villagers alleged",agri,2,9,5,0,16,punjab
6/9/16,https://www.tribuneindia.com/news/community/paddy-sowing-power-dept-gears-up-to-meet-11-000-mw-demand/248918.html,"tribune news service patiala, june 8  expecting the peak paddy season power demand to touch the 11,000 (mw) mark, the punjab state power corporation limited (pspcl) has fully geared up to ensure eight hours of supply to farmers from june 15",agri,0,11,1,0,12,patiala
6/9/16,https://www.tribuneindia.com/news/community/paddy-sowing-power-dept-gears-up-to-meet-11-000-mw-demand/248918.html,"with one shower per fortnight, we should not face any problem during the season and farmers will get more than 8-hour supply everyday”, they stated",agri,0,11,1,0,12,patiala
6/1/16,https://www.tribuneindia.com/news/community/growing-paddy-takes-heavy-toll-on-groundwater-table/245071.html,"aman sood tribune news service patiala, may 31  the failure of the state government to promote crop diversification is taking a toll on the depleting water table",agri,3,13,3,0,19,"barnala, faridkot, ferozepur, hoshiarpur, patiala, sangrur, sri muktsar sahib"
6/1/16,https://www.tribuneindia.com/news/community/growing-paddy-takes-heavy-toll-on-groundwater-table/245071.html," a comprehensive data compiled by the agriculture department, available with the tribune, from 22 districts of the state shows that the water level is falling every year",agri,3,13,3,0,19,"barnala, faridkot, ferozepur, hoshiarpur, patiala, sangrur, sri muktsar sahib"
6/1/16,https://www.tribuneindia.com/news/community/growing-paddy-takes-heavy-toll-on-groundwater-table/245071.html,alarming readings   data compiled by the agriculture department from 22 districts of the state shows that the water level is falling every year,agri,3,13,3,0,19,"barnala, faridkot, ferozepur, hoshiarpur, patiala, sangrur, sri muktsar sahib"
5/6/16,https://www.tribuneindia.com/news/community/farmers-told-to-transplant-paddy-after-june-15-to-save-water/232648.html,farmers told to transplant paddy after june 15 to save water,agri,0,27,1,0,28,moga
5/6/16,https://www.tribuneindia.com/news/community/farmers-told-to-transplant-paddy-after-june-15-to-save-water/232648.html,"tribune news service moga, may 5  chief agriculture officer of moga district dr sukhdev singh brar has appealed to the farmers to use latest techniques and transplant paddy after june 15 to save underground water",agri,0,27,1,0,28,moga
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,"new delhi, march 18 with crops being hit by the recent unseasonal rain, the punjab government is considering adopting the pradhan mantri fasal bima yojana (pmfby)",agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,"the state government will meet on march 23 at punjab agricultural university, ludhiana, to explore the possibilities of implementing pmfby and wbcis",agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,it is estimated that 5-7 per cent of the wheat crop has been affected and the government is still assessing the extent of loss,agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,"to protect farmers from the vagaries of monsoon, the central government came out with the new crop insurance scheme, which will come into force from april 1 for kharif crops",agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,"ush({ });under the scheme, farmers' premium has been kept between 1.5 and 2 per cent for foodgrains and oilseed crops, and up to 5 per cent for horticultural and cotton crops",agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,the government is targeting to increase the insurance coverage to 50 per cent of the total crop area of 194.40 million hectares from the existing level of about 25-27 per cent,agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/state-keen-to-implement-crop-insurance-scheme/210777.html,there will be one insurance company for the entire state as well as farm-level assessment of loss for localised risks and post-harvest loss,agri,0,38,8,0,46,ludhiana
3/19/16,https://www.tribuneindia.com/news/community/dhindsa-announces-more-sops/210768.html,"tribune news service  chandigarh march 18 concluding the debate on his budget proposals for 2016-17, punjab finance minister parminder singh dhindsa today announced three more incentives in the house: 50 per cent subsidy for fencing of fields in kandi areas to prevent damage of crops by wild animals; making turmeric vat-free and reducing vat (value-added tax) on other spices from 6.5 to 4 per cent; and setting aside rs 50-crore corpus for self-sustainable sewa kendras that the government proposes to set up this year",agri,0,12,10,2,24,punjab
3/19/16,https://www.tribuneindia.com/news/community/dhindsa-announces-more-sops/210768.html,"dhindsa added that to compensate the peasantry, the state government had already released rs 800 crore as damages towards crops hit by heavy rain, including rs 112 crore for february, march and april 2015; rs 670 crore for the damaged cotton crop; and rs 54 crore for crops affected by heavy monsoon rain and hailstorms",agri,0,12,10,2,24,punjab
2/18/16,https://www.tribuneindia.com/news/community/water-level-in-reservoirs-satisfactory/197823.html,"patiala, february 17  despite a deficit monsoon in 2015, the farming community in punjab and the neighbouring states of haryana and rajasthan can heave a sigh of relief as various reservoirs, including bhakra and pong dams, continue to have a high level of water this year",agri,0,2,2,0,4,patiala
2/16/16,https://www.tribuneindia.com/news/community/despite-odds-grain-produce-to-be-higher/196926.html,"vibha sharma tribune news service new delhi, february 15 india’s foodgrain production during the 2015-16 crop year (july to june) will be higher than the overall production during the preceding crop year 2014-15 in spite of adversities suffered by the sector throughout the year",agri,2,16,2,0,20,punjab
2/16/16,https://www.tribuneindia.com/news/community/despite-odds-grain-produce-to-be-higher/196926.html,"the second advance estimates of the country’s foodgrain production released by the agriculture ministry today pegged the overall foodgrain production at 253.16 million tonnes (mt), higher than the overall production registered in 2014-15 — a bad monsoon year",agri,2,16,2,0,20,punjab
2/16/16,https://www.tribuneindia.com/news/community/despite-odds-grain-produce-to-be-higher/196926.html,"however, wheat production is expected to rise by 8.4 per cent this year, going up to 93.8 mt in 2015-16 from 86.5 mt a year earlier — the lowest since 2009-10",agri,2,16,2,0,20,punjab
2/16/16,https://www.tribuneindia.com/news/community/despite-odds-grain-produce-to-be-higher/196926.html,"for wheat, the procurement target is 30 million tonnes (mt) as against 28.08 mt in the current year",agri,2,16,2,0,20,punjab
2/16/16,https://www.tribuneindia.com/news/community/moga-villagers-oppose-dhusi-bundh-realignment/196913.html,"at least 5,000 acres are under cultivation within the embankment areas in the district",agri,9,3,14,0,26,moga
1/21/16,https://www.tribuneindia.com/news/community/two-days-before-protest-farmer-leaders-detained/186146.html,"tribune news service bathinda, january 20  two days ahead of the farmers’ scheduled agitation in the chief minister’s village, the state police today cordoned off rai ke kalan village of bathinda district where thousands of farmers had gathered to plan and prepare for the agitation",agri,1,37,14,2,54,"bathinda, mansa"
1/21/16,https://www.tribuneindia.com/news/community/two-days-before-protest-farmer-leaders-detained/186146.html," earlier, the farmers had planned to launch the agitation in badal village on january 10, but cancelled it due to poor-monsoon predictions",agri,1,37,14,2,54,"bathinda, mansa"
1/21/16,https://www.tribuneindia.com/news/community/two-days-before-protest-farmer-leaders-detained/186146.html, mansa ssp raghubir singh sandhu confirmed that some farmer leaders have been arrested under sections 107/151 of the crpc (preventive custody),agri,1,37,14,2,54,"bathinda, mansa"
1/21/16,https://www.tribuneindia.com/news/community/two-days-before-protest-farmer-leaders-detained/186146.html," sukhdev singh kokri kalan, state general secretary, bku ekta ugraha, said, “our demands, including compensation of rs 40,000 per acre to farmers and rs 20,000 per family to farm labourers,  could curb farmer suicides",agri,1,37,14,2,54,"bathinda, mansa"
1/21/16,https://www.tribuneindia.com/news/community/two-days-before-protest-farmer-leaders-detained/186146.html," village turns into fortress  badal: as a large number of farmers and farm labourers today reached rai ke kalan village in bathinda district to gherao badal village, situated 7 km away, from january 22 to 24, the district police have beefed up security in this vvip village, converting it into a fortress",agri,1,37,14,2,54,"bathinda, mansa"
1/17/16,https://www.tribuneindia.com/news/punjab/husband-2-sons-gave-up-66-yr-old-can-t-afford-to/184577.html," pakkan village is home to nearly 4,000 people, majority of them marginal farmers and labourers",agri,9,27,22,1,59,"fazilka, sri muktsar sahib"
1/17/16,https://www.tribuneindia.com/news/punjab/husband-2-sons-gave-up-66-yr-old-can-t-afford-to/184577.html," of the total of 3,200 acres of land in the village, over 1,000 acres have been rendered barren",agri,9,27,22,1,59,"fazilka, sri muktsar sahib"
