date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
9/1/18,https://www.tribuneindia.com/news/punjab/hc-judges-court-staff-judicial-officers-collect-rs-1-5-crore-for-flood-relief/646228.html,"chandigarh, september 1 the punjab and haryana high court judges, court staff and judicial officers in the region have collected approximately rs 1.5 crore for flood victims in kerala",lives,3,1,8,0,12,punjab
9/1/18,https://www.tribuneindia.com/news/punjab/hc-judges-court-staff-judicial-officers-collect-rs-1-5-crore-for-flood-relief/646228.html,"registrar-general arun kumar tyagi said judges resolved to contribute rs.10, 000 each in ‘kerala chief minister’s distress relief fund’ at a full court meeting",lives,3,1,8,0,12,punjab
9/1/18,https://www.tribuneindia.com/news/punjab/hc-judges-court-staff-judicial-officers-collect-rs-1-5-crore-for-flood-relief/646228.html,ush({ }); tyagi added extensive damage to public and private property has paralysed normal life of millions of people,lives,3,1,8,0,12,punjab
8/28/18,https://www.tribuneindia.com/news/punjab/office-gives-31-lakh-for-kerala-flood-relief/643729.html,office gives ~31 lakh for kerala flood relief,lives,0,0,4,0,4,punjab
8/28/18,https://www.tribuneindia.com/news/punjab/office-gives-31-lakh-for-kerala-flood-relief/643729.html,"chandigarh: the advocate general’s office has contributed rs 31 lakh to the chief minister’s relief fund for kerala flood relief efforts, an official press release said here on monday",lives,0,0,4,0,4,punjab
8/19/18,https://www.tribuneindia.com/news/punjab/cong-mps-mlas-to-donate-month-s-salary-for-kerala/639221.html,"tribune news service  chandigarh, august 18 all mps and mlas of the punjab congress, led by cm capt amarinder singh, will donate their one-month salary to support the kerala flood relief measures",lives,3,0,3,0,6,punjab
8/18/18,https://www.tribuneindia.com/news/punjab/cm-announces-rs-10-crore-for-flood-hit-kerala/638773.html,"tribune news servicenew delhi, august 17chief minister capt amarinder singh has announced rs 10 crore relief for flood-hit kerala",lives,3,0,5,0,8,punjab
8/18/18,https://www.tribuneindia.com/news/punjab/cm-announces-rs-10-crore-for-flood-hit-kerala/638773.html,he structural composition of the help include transfer of rs 5 crore from chief minister’s fund to kerala cm’s fund,lives,3,0,5,0,8,punjab
8/18/18,https://www.tribuneindia.com/news/punjab/cm-announces-rs-10-crore-for-flood-hit-kerala/638773.html,"e added that acting on the chief minister’s appeal, members of the punjab ias officers’ association have decided to donate one day’s salary each to the cm’s relief fund to support the kerala relief measures",lives,3,0,5,0,8,punjab
6/22/18,https://www.tribuneindia.com/news/punjab/ahead-of-monsoon-drainage-cleaning-works-yet-to-take-off/608865.html," he said muktsar district, which is the worst affected by waterlogging, would get just about rs 3-4 crore for the entire works",lives,0,3,6,0,9,"barnala, faridkot, fazilka, ferozepur, moga, sri muktsar sahib"
3/15/18,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"— capt amarinder singh, chief minister  finance white paper and red entries what’s done  a white paper on the economy, as promised, has been brought out",lives,30,76,15,11,132,"amritsar, bathinda, jalandhar, ludhiana, moga, pathankot, patiala, sas nagar, sbs nagar, tarn taran"
3/15/18,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"— manpreet singh badal, finance minister  sand mining as clock ticks, reputation slips what’s done  capt amarinder singh government should be credited for using simple economics — increasing the supply of minor minerals (sand and gravel) to bring down the cost of these basic construction materials",lives,30,76,15,11,132,"amritsar, bathinda, jalandhar, ludhiana, moga, pathankot, patiala, sas nagar, sbs nagar, tarn taran"
3/15/18,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"— capt amarinder singh, who holds the charge of mining department  agriculture tale of drop in the ocean what’s done  small steps have been taken to ameliorate the suffering of indebted farmers through a crop-loan waiver scheme",lives,30,76,15,11,132,"amritsar, bathinda, jalandhar, ludhiana, moga, pathankot, patiala, sas nagar, sbs nagar, tarn taran"
3/15/18,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"even for industry the cost becomes rs 6.5 to rs 6.7 per unit after levy of charges and duties, not rs 5 as promised",lives,30,76,15,11,132,"amritsar, bathinda, jalandhar, ludhiana, moga, pathankot, patiala, sas nagar, sbs nagar, tarn taran"
3/2/18,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html," while six bridges built by the baba are already operational, the seventh such bridge, costing rs 10 crore, will be opened for public at shahpur bela village, near kiratpur sahib, on saturday",lives,17,1,16,1,35,punjab
3/2/18,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html, earlier five such bridges — four on the sutlej in the surrounding areas of anandpur sahib and one over the ghaggar in fatehabad district of haryana — were built by him without any help from the state governments,lives,17,1,16,1,35,punjab
2/14/18,https://www.tribuneindia.com/news/punjab/roadmap-to-control-prices-of-veggies-soon-harsimrat/543722.html,"“this will help improve food processing level to 20-30 per cent in the next two or three years from the current 10 per cent and decrease wastage,” she said",lives,0,9,1,0,10,punjab
1/5/18,https://www.tribuneindia.com/news/punjab/after-10-years-asafwala-bridge-repaired/523671.html,"our correspondent  abohar, january 4 after a 10-year-long wait, the asafwala bridge was finally renovated giving relief to hundreds of villagers",lives,4,3,10,0,17,punjab
1/5/18,https://www.tribuneindia.com/news/punjab/after-10-years-asafwala-bridge-repaired/523671.html,the bridge on the asafwala drain on the abohar-kandhwala amarkot road had been damaged for the last 10 years,lives,4,3,10,0,17,punjab
1/5/18,https://www.tribuneindia.com/news/punjab/after-10-years-asafwala-bridge-repaired/523671.html,"the issue was also raised before then chief minister parkash singh badal, who visited flood-affected areas in 2014, but to no avail",lives,4,3,10,0,17,punjab
1/5/18,https://www.tribuneindia.com/news/punjab/after-10-years-asafwala-bridge-repaired/523671.html,"about a month ago, when sdm poonam singh inspected some of the damaged bridges, she was told that hundreds of vehicles passed through 32 damaged bridges in the abohar subdivision",lives,4,3,10,0,17,punjab
10/18/17,https://www.tribuneindia.com/news/punjab/markfed-launches-kit-for-farmers/483799.html,"amra said markfed had always taken into account the interest of farmers, adding that one kit would provide solutions for controlling weeds, insects and diseases for 11 acres at the cost of 10 acres",lives,0,25,1,2,28,punjab
8/21/17,https://www.tribuneindia.com/news/punjab/floods-push-biharis-to-punjab/455235.html,"aman sood tribune news service rajpura, august 20  “ek roti aur aachaar pey hum do raat guzaarey hain (we survived two nights on a chapatti and some pickle),” said rani devi, seated in the tiny space adjacent to a train lavatory, tightly holding her two young children aged four and five",lives,7,11,14,0,32,"amritsar, bathinda, jalandhar, ludhiana, patiala"
8/21/17,https://www.tribuneindia.com/news/punjab/floods-push-biharis-to-punjab/455235.html,"“we lost our house, two cows and a goat in the floods",lives,7,11,14,0,32,"amritsar, bathinda, jalandhar, ludhiana, patiala"
8/7/17,https://www.tribuneindia.com/news/punjab/how-centre-state-failed-farmers-on-insurance/448344.html,"but this mostly remains meaningless, as often the relief is rs 5,000, or even smaller amounts, paid by the state government for losses of up to rs 40,000-50,000 per acre",lives,5,121,20,12,158,"kapurthala, ludhiana"
8/7/17,https://www.tribuneindia.com/news/punjab/how-centre-state-failed-farmers-on-insurance/448344.html,"officially, nearly 20 per cent of the cropped area was damaged in floods that year as compared to 13 per cent and 10 per cent in 2009 (15 dead) and 1988 (200 dead), respectively",lives,5,121,20,12,158,"kapurthala, ludhiana"
8/7/17,https://www.tribuneindia.com/news/punjab/how-centre-state-failed-farmers-on-insurance/448344.html,"why pmfby doesn’t work  in its present avatar, the major flaw in the farm insurance scheme is that it comes into play only if there is 40 per cent crop damage in a village, which is counted as a single unit for availing any relief, says rajewal",lives,5,121,20,12,158,"kapurthala, ludhiana"
8/7/17,https://www.tribuneindia.com/news/punjab/how-centre-state-failed-farmers-on-insurance/448344.html,"unresponsive state govts  punjab’s reluctance to implement the pmfby also drew the attention of union agriculture minister radha mohan singh, who told the rajya sabha recently that the state should seriously consider implementing the scheme as it had neither sent a draft for drought relief nor done crop insurance in the past five years",lives,5,121,20,12,158,"kapurthala, ludhiana"
8/7/17,https://www.tribuneindia.com/news/punjab/india-set-for-record-kharif-crop-harvest/448343.html,"about 19 lakh hectare of crop area has been affected by floods across the country and farmers are likely to take up other kharif crops once the water recedes, he said, expressing concern about poor rain in some parts of karnataka",lives,0,38,2,0,40,punjab
7/31/17,https://www.tribuneindia.com/news/punjab/polls-probes-kept-officials-busy-flooding-may-be-the-price-to-pay/444763.html,there is no one to warn or help us,lives,0,18,10,0,28,"fatehgarh sahib, hoshiarpur, jalandhar, kapurthala, ludhiana, patiala, sas nagar, sbs nagar"
7/14/17,https://www.tribuneindia.com/news/punjab/two-gurdaspur-girls-drown-while-attempting-to-click-selfie/436583.html, the incident occurred at 5.30am and 30 minutes later half a dozen divers of district administration had started the rescue,lives,9,0,3,0,12,gurdaspur
7/6/17,https://www.tribuneindia.com/news/punjab/canal-cleaning-govt-laxity-to-cost-paddy-growers-dear/432290.html,"on june 28, a breach was reported at rodewala village in sangrur district affecting paddy fields",lives,0,16,14,2,32,"barnala, gurdaspur, mansa, sangrur"
7/3/17,https://www.tribuneindia.com/news/punjab/crops-on-3k-acres-submerged/430876.html," farmers claim to have suffered losses of crops on above 3,000 acres due to inundation of their fields",lives,3,86,30,2,121,barnala
5/20/17,https://www.tribuneindia.com/news/punjab/flood-protection-works-may-suffer-due-to-fund-cut/409758.html,"archit watts tribune news service muktsar, may 19 the annual cleaning and desilting of drains in districts hit by waterlogging may get affected this rainy season as the state government is set to decrease the budget from rs 40 crore to rs 25 crore for these works",lives,4,0,3,0,7,"fazilka, sri muktsar sahib"
3/31/17,https://www.tribuneindia.com/news/courts/mandi-board-sat-on-u-khand-flood-relief-for-3-years-cag/384905.html,mandi board sat on u’khand flood relief for 3 years: cag,lives,2,2,7,1,12,punjab
3/31/17,https://www.tribuneindia.com/news/courts/mandi-board-sat-on-u-khand-flood-relief-for-3-years-cag/384905.html,"amaninder pal tribune news service chandigarh, march 30 almost four years ago, the punjab state agricultural marketing board (mandi board) collected rs23 lakh as relief meant for victims of the 2013 uttarakhand floods after deducting one-day salary of around 3,000 employees of the board and market committees associated with it",lives,2,2,7,1,12,punjab
3/31/17,https://www.tribuneindia.com/news/courts/mandi-board-sat-on-u-khand-flood-relief-for-3-years-cag/384905.html,"in its report tabled in the assembly yesterday, the cag observed, “though more than three years had lapsed, the funds collected were not remitted to the authorities concerned for utilisation as flood relief in uttarakhand",lives,2,2,7,1,12,punjab
3/31/17,https://www.tribuneindia.com/news/courts/mandi-board-sat-on-u-khand-flood-relief-for-3-years-cag/384905.html,"the cag observed, “the reply was not tenable because the contributions were not meant for the board’s use as these were separately collected for the specific purpose of contributing to the relief efforts in uttarakhand",lives,2,2,7,1,12,punjab
3/31/17,https://www.tribuneindia.com/news/courts/mandi-board-sat-on-u-khand-flood-relief-for-3-years-cag/384905.html,"now, after three years, how can the board management ensure that the money will reach the flood victims?” ",lives,2,2,7,1,12,punjab
3/7/17,https://www.tribuneindia.com/news/community/gaushalas-got-free-power-without-pserc-go-ahead/373881.html,"ush({ });  official sources said the pspcl allowed rs 4.7-crore subsidy to gaushalas, rs 11.17 crore to flood-affected villages and another rs 50 lakh to mushroom farmers in violation of the punjab state electricity regulatory commission (pserc) rules and the electricity act",lives,0,6,7,2,15,patiala
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html,"20,000 punjabis affected as california dam spillway develops cracks",lives,33,3,26,2,64,jalandhar
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html,"rachna khaira tribune news service jalandhar/new delhi, february 13  lakhs of people, including 20,000 punjabis residing in us counties of oroville, butte and sutter in northern california, were asked to evacuate on monday by the local authorities after the emergency spillway of the oroville dam developed cracks resulting in release of water from the lake",lives,33,3,26,2,64,jalandhar
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html," according to jaswant singh bains, president of yuba city gurdwara, the evacuation announcement was made around 6.30 am (local time) on sunday when huge number of devotees was present in the gurdwara to pay obeisance on ‘sangrand’",lives,33,3,26,2,64,jalandhar
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html," he added that though evacuation was only recommended in yuba city, around 20,000 punjabis got stuck in the three counties where the evacuation was ordered following the potential threat of uncontrolled flood waters flowing down to low-lying areas",lives,33,3,26,2,64,jalandhar
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html," he said though the damage to the spillway was reported around four days ago, it was only late sunday night that the evacuation was ordered",lives,33,3,26,2,64,jalandhar
2/13/17,https://www.tribuneindia.com/news/community/20-000-punjabis-affected-as-california-dam-spillway-develops-cracks/363585.html,"do not travel north toward oroville!!!!!”     the california department of water resources also issued an emergency evacuation order on facebook that reads, “officials are anticipating a failure of the auxiliary spillway at oroville dam within the next 60 minutes",lives,33,3,26,2,64,jalandhar
1/31/17,https://www.tribuneindia.com/news/politics/tota-singh-on-sticky-wicket-in-dharamkot/357293.html," kaka, considered close to congress’ cm face capt amarinder singh, had lost to tota singh in the 2012 assembly elections by a little over 2,000 votes",lives,2,5,4,2,13,moga
12/17/16,https://www.tribuneindia.com/news/community/note-ban-nris-cancelling-trips/337887.html,"sanjeev singh bariana tribune news service chandigarh, december 16  affected by a flood of images of people queuing up outside banks and atm kiosks to withdraw money following demonetisation, nris are cancelling travel plans to their homeland punjab this winter",lives,2,5,4,7,18,"hoshiarpur, jalandhar"
9/30/16,https://www.tribuneindia.com/news/community/panic-grips-punjab-border-villages/302713.html,"ravi dhaliwal &anirudh gupta tribune news service gurdaspur/ferozepur, sept 29  the gurdaspur district administration has got people evacuated from villages located up to 10 km from the international border",lives,11,0,25,0,36,"ferozepur, gurdaspur, pathankot"
9/29/16,https://www.tribuneindia.com/news/community/gurdaspur-activates-disaster-management-plan-for-evacuating-villages/302408.html,"ravi dhaliwal tribune news service gurdaspur, september 29    the gurdaspur district administration on thursday activated the ‘disaster management plan’ evacuating scores of villages located in the 10 km periphery of the international border",lives,12,0,21,0,33,"gurdaspur, pathankot"
9/3/16,https://www.tribuneindia.com/news/community/water-supply-to-gang-canal-slashed/289502.html,"122, farmers were assisting scores of labourers in the repair of the damaged sidewalls near burji numbers 140 and 144, but the strips used for patrolling had also got damaged during the recent rains",lives,1,12,11,0,24,ferozepur
8/13/16,https://www.tribuneindia.com/news/community/iaf-rescues-villagers-affected-by-floods/279983.html,"our correspondent abohar, august 12  indian air force helicopters, which left the suratgarh air station in sriganganagar today, rescued eight persons who were trapped in flood-affected bansar village",lives,19,1,11,0,31,sas nagar
8/13/16,https://www.tribuneindia.com/news/community/iaf-rescues-villagers-affected-by-floods/279983.html, he said the rescue and relief teams of the 3 grenadiers and engineering regiment were carrying operations in other 50 flood-affected villages in west rajasthan,lives,19,1,11,0,31,sas nagar
5/31/16,https://www.tribuneindia.com/news/community/govt-takes-measures-to-ensure-potable-water-in-muktsar-fazilka/244559.html,"archit watts tribune news service muktsar, may 30  the state government has directed the superintending engineer (water quality), mohali, to change his base to muktsar in an effort to improve the functioning of the water supply and sanitation department in waterlogging-affected muktsar and fazilka districts",lives,4,0,4,0,8,"fazilka, sas nagar, sri muktsar sahib"
3/29/16,https://www.tribuneindia.com/news/community/rti-muktsar-and-bathinda-get-lion-s-share-from-cm-relief-fund/214797.html,"deepkamal kaur tribune news service jalandhar, march 28  it seems that chief minister parkash singh badal is more benevolent towards his and his daughter-in-law’s constituencies when it comes to the distribution of his discretionary relief fund",lives,0,2,9,0,11,"amritsar, barnala, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, hoshiarpur, jalandhar, kapurthala, ludhiana, mansa, moga, sangrur, sbs nagar, sri muktsar sahib, tarn taran"
3/29/16,https://www.tribuneindia.com/news/community/rti-muktsar-and-bathinda-get-lion-s-share-from-cm-relief-fund/214797.html,"gurdaspur and sangrur followed with a relief amount of rs89.52 lakh and rs75.18 lakh, respectively",lives,0,2,9,0,11,"amritsar, barnala, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, hoshiarpur, jalandhar, kapurthala, ludhiana, mansa, moga, sangrur, sbs nagar, sri muktsar sahib, tarn taran"
3/29/16,https://www.tribuneindia.com/news/community/rti-muktsar-and-bathinda-get-lion-s-share-from-cm-relief-fund/214797.html,the five districts collectively got 65 per cent of the total relief amount,lives,0,2,9,0,11,"amritsar, barnala, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, hoshiarpur, jalandhar, kapurthala, ludhiana, mansa, moga, sangrur, sbs nagar, sri muktsar sahib, tarn taran"
3/29/16,https://www.tribuneindia.com/news/community/rti-muktsar-and-bathinda-get-lion-s-share-from-cm-relief-fund/214797.html," during the same period, the government allocated from its budget an amount of rs2 crore for j&k and uttarakhand for flood relief",lives,0,2,9,0,11,"amritsar, barnala, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, hoshiarpur, jalandhar, kapurthala, ludhiana, mansa, moga, sangrur, sbs nagar, sri muktsar sahib, tarn taran"
12/8/15,https://www.tribuneindia.com/news/governance/clear-pending-irrigation-projects-quickly-state-to-centre/168056.html,"a functionary of the state government said the pending projects flagged during the meeting were worth rs 5,237 crore, including the re-lining of rajasthan and sirhind feeders at a cost of rs 2,126 crore",lives,1,0,1,1,3,"amritsar, gurdaspur"
12/8/15,https://www.tribuneindia.com/news/governance/clear-pending-irrigation-projects-quickly-state-to-centre/168056.html,"the chief minister batted for the immediate release of rs 1,375 crore for the project of rehabilitation, renovation and modernisation of various distributaries along with allied works in the punjab ubdc system in border districts of amritsar and gurdaspur",lives,1,0,1,1,3,"amritsar, gurdaspur"
11/9/15,https://www.tribuneindia.com/news/community/won-t-grow-basmati-again-farmers/156256.html,"ush({ });  “we will sow parmal paddy in the future as growing basmati proved to be costly,” said farmer jawinder singh of nurpura village, who grew basmati on 8 acres",lives,0,61,3,3,67,fazilka
10/12/15,https://www.tribuneindia.com/news/community/basmati-unlikely-to-fetch-better-price/144893.html, “the imposition of tax is likely to affect the equilibrium price of the market driven 1121 variety of paddy as the buying cost will increase,lives,1,39,5,4,49,fazilka
8/25/15,https://www.tribuneindia.com/news/crime/boy-s-death-four-booked/124069.html,"tarn taran girl missing a teenage girl of dilavalpur village, 30 km from here, has been missing for over three weeks",lives,11,4,4,0,19,"amritsar, sas nagar, tarn taran"
8/25/15,https://www.tribuneindia.com/news/crime/boy-s-death-four-booked/124069.html,"the mother of the girl, who is a class x student, said her daughter had been missing from july 30-31 night, when the other family members were sleeping",lives,11,4,4,0,19,"amritsar, sas nagar, tarn taran"
7/24/15,https://www.tribuneindia.com/news/community/govt-strengthens-muktsar-drains-to-tackle-waterlogging/110605.html,the estimated cost of these two projects is nearly rs 4 crore,lives,4,0,14,1,19,sri muktsar sahib
7/18/15,https://www.tribuneindia.com/news/community/swan-in-spate-fields-inundated/108177.html,"on the recommendation of the survey, a proposal to construct a new ‘bundh’ at lodhipur (costing rs 13.43 crore) was submitted to the government, but nothing has been done so far",lives,2,11,15,3,31,amritsar
7/18/15,https://www.tribuneindia.com/news/community/swan-in-spate-fields-inundated/108177.html," ropar xen, drainage, dalip singh said they had taken up flood protection measures in the district at a cost of rs 1.5 crore",lives,2,11,15,3,31,amritsar
7/18/15,https://www.tribuneindia.com/news/community/swan-in-spate-fields-inundated/108177.html,he said eight drains were cleared before the monsoon at a cost of rs 80 lakh at bhangala and rs 20 lakh was spent on the burj downstream revetment,lives,2,11,15,3,31,amritsar
5/29/15,https://www.tribuneindia.com/news/governance/focus-on-key-pockets-not-on-all-round-development/86517.html,bathinda  harsimrat kaur badal (sad) questions asked: ---  mp lad funds utilised: rs 3.53 crore attendance: --- initiatives taken   revival of new delhi-bathinda shatabdi express rs 136 crore food park at dabwala kalan in fazilka  participated in parlance for rs 5 lakh relief to 1984 riot victims played important role in getting an aiims for the state completion of ring road phase ii connecting bathinda-malout road with bathinda-badal road   unkept promises(adsbygoogle = window,lives,22,24,22,1,69,"amritsar, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, jalandhar, pathankot, sangrur, sas nagar"
5/29/15,https://www.tribuneindia.com/news/governance/focus-on-key-pockets-not-on-all-round-development/86517.html,"ush({ });  no flights started from bathinda airport even after two years of its completion no steps taken to check pollution in the ghaggar, which is posing serious health problems to residents of sardulgarh failed to get relief for farmers hit by crop loss mann village, adopted by her, yet to get a vet hospital, health centre and a bank grievances of old-age pensioners not resolved   strengthening her mass base, harsimrat is spending considerable time in her constituency, meeting people and listening to their grievances",lives,22,24,22,1,69,"amritsar, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, jalandhar, pathankot, sangrur, sas nagar"
5/29/15,https://www.tribuneindia.com/news/governance/focus-on-key-pockets-not-on-all-round-development/86517.html,"opposition’s take  sucha singh chottepur, aap state convener, says: “when nearly 20 punjabi boys went missing in iraq, khanna did not bother to get in touch with the families",lives,22,24,22,1,69,"amritsar, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, jalandhar, pathankot, sangrur, sas nagar"
5/29/15,https://www.tribuneindia.com/news/governance/focus-on-key-pockets-not-on-all-round-development/86517.html,he failed to take up the matter of re-introduction of freight equalisation policy which is implemented will provide big relief to batala industrialists,lives,22,24,22,1,69,"amritsar, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, jalandhar, pathankot, sangrur, sas nagar"
5/29/15,https://www.tribuneindia.com/news/governance/focus-on-key-pockets-not-on-all-round-development/86517.html," jalandhar  chaudhary santokh singh (cong) questions asked: 18 attendance: 97%  mp lad funds utilised: rs 1.75 crore initiatives taken  sanctioned funds for construction of girls’ toilets at government schools  adopted ganna village in phillaur under the centre’s village adoption programme took up the matter of levy of 12.36 per cent service tax on remittances by nris with the directorate general of service tax demanded construction of railway over-bridges at guru nanakpura, ram nagar, goraya-rurka road and phillaur-numahal stretch supported cantonment residents seeking abolition of octroi   unkept promises  no steps taken to provide relief to the sports industry a cluster for hand tool industry still awaited dry port project in doaba region failed to take off did nothing for revival of punjab institute of medical sciences  no improvement in civic amenities in the city   representing jalandhar where the sc population is as high as 33 per cent, the mp has been consistently raising the matter pertaining to “diversion” of funds for dalits for other purposes by the state government",lives,22,24,22,1,69,"amritsar, bathinda, fatehgarh sahib, fazilka, ferozepur, gurdaspur, jalandhar, pathankot, sangrur, sas nagar"
5/11/15,https://www.tribuneindia.com/news/community/works-to-check-waterlogging-reviewed/78824.html,"muktsar, may 10  a three-member team of the irrigation department, led by ks pannu, secretary, irrigation, today visited waterlogging-affected muktsar and fazilka districts and reviewed the ongoing works of cleaning and strengthening drains",lives,0,1,1,1,3,"fazilka, sri muktsar sahib"
5/11/15,https://www.tribuneindia.com/news/community/works-to-check-waterlogging-reviewed/78824.html, “the drainage department is doing anti-waterlogging and flood protection works at a cost of rs 200 crore in muktsar and fazilka,lives,0,1,1,1,3,"fazilka, sri muktsar sahib"
4/13/15,https://www.tribuneindia.com/news/punjab/implement-crop-insurance-scheme-cm-to-centre/66646.html," badal demanded that the compensation amount be enhanced to rs 10,000 per acre for farmers affected by natural calamities",lives,2,87,29,3,121,"fazilka, sri muktsar sahib"
4/13/15,https://www.tribuneindia.com/news/punjab/implement-crop-insurance-scheme-cm-to-centre/66646.html,ush({ });  “it is unfortunate that wheat crop over thousands of acres has been damaged due to untimely rain,lives,2,87,29,3,121,"fazilka, sri muktsar sahib"
4/13/15,https://www.tribuneindia.com/news/punjab/implement-crop-insurance-scheme-cm-to-centre/66646.html,"had sought higher relief from upa  badal, in august 2013 when the upa was in power, had sought a compensation of rs 20,000 per acre for flood-ravaged regions of the state",lives,2,87,29,3,121,"fazilka, sri muktsar sahib"
4/7/15,https://www.tribuneindia.com/news/community/haryana-to-get-more-water-from-bhakra/63910.html,"“this will help the haryana irrigation department to get its due share of 1,450 cusecs,” he said",lives,1,16,5,2,24,"patiala, sangrur"
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,the steps and policies outlined in the budget for 2015-16 presented by me reflect the commitment of our government to put the state economy on the path of sustained high economic growth the benefits of which will reach all sections of the society,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,economic growth 5,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,this situation though is set to take a better turn now with the latest 14th finance commission recommendations which has resulted in increased devolution albeit at the cost of reduced plan allocation,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html," agriculture is the mainstay of punjab’s economy, providing livelihood to over 60% of the population in the state",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html, i am pleased to share with the house that the world bank 11 has approved the 2nd punjab rural water supply and sanitation project spread over six years (2015-16 to 2020-21) with a total cost of rs 2200 crore,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,this scheme will provide protection to around 1.50 crore population of economically weaker households from financial liabilities arising out of health shocks that involve hospitalization,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,"the free power supplied to the farmers at a cost of about rs 4,778 crore has proved vital in this regard",lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,rs 94 crore have been distributed during 2012-14 covering 4688 families affected by farmers’ suicides from 2000-2011,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 100 crore-for installation of ro systems to provide drinking water in heavy metal affected districts of punjab,lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,the important schemes are: ·         rs 134 crore - for relining of rajasthan feeder project (project cost is rs 952 crore to be completed in 4 year from 2015-19),lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 100 crore – for relining of sirhind feeder project (project cost is rs 614 crore to be completed in 4 year from 2015-19),lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/15,https://www.tribuneindia.com/news/punjab/punjab-budget-speech-text/55244.html,·         rs 50 crore – for construction of shahpurkandi dam project (project cost is rs 2286 crore including power component to be completed in three year from 2015-18),lives,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
